player_name,yearDraft,yearCombine,numberPickOverall,position,height,weight,wingspan,reach_standing,standing_vertical,max_vertical,bench_reps,timeLaneAgility,timeThreeQuarterCourtSprint,lengthHand,widthHand,body_fat_pct,drafted
James Gist,,2008,,PF,2.01,99.79,2.24,273.05,77.47,88.9,5.0,11.37,3.14,,,4.8,False
Antywane Robinson,,2006,,SF-PF,1.99,98.43,2.2,267.97,73.66,82.55,12.0,11.73,3.4,,,6.9,False
Darius Songaila,2002.0,2002,49.0,PF,2.03,108.86,2.16,275.59,62.23,74.93,8.0,11.69,3.52,,,,True
Bernard Robinson,2004.0,2004,45.0,SG-SF,1.96,94.35,2.08,259.08,72.39,87.63,14.0,10.91,3.17,,,6.0,True
Iman Shumpert,2011.0,2011,17.0,PG-SG,1.94,100.61,2.07,252.73,92.71,106.68,18.0,11.1,3.18,22.86,22.86,6.5,True
LaMarcus Aldridge,2006.0,2006,2.0,PF-C,2.08,106.14,2.25,279.4,67.31,86.36,8.0,12.02,3.43,,,8.7,True
Tyshawn Taylor,2012.0,2012,41.0,PG,1.9,80.29,1.99,247.65,81.28,92.71,0.0,11.48,3.2,22.22,22.22,4.2,True
Theron Smith,,2003,,PF-SF,1.99,106.14,2.09,265.43,72.39,81.28,25.0,10.99,3.1,,,9.3,False
Rick Jackson,,2011,,PF,2.04,109.68,2.18,270.51,72.39,83.82,9.0,11.51,3.26,22.22,24.13,8.3,False
CJ Elleby,2020.0,2020,46.0,SG-SF,1.97,90.08,2.01,255.27,77.47,92.71,,11.25,3.25,22.22,25.4,4.2,True
Jermaine Boyette,,2003,,PG-SG,1.85,84.82,1.93,243.84,73.66,90.17,14.0,11.2,3.07,,,7.3,False
Udoka Azubuike,2020.0,2018,27.0,C,2.08,124.19,2.31,285.75,78.74,80.01,11.0,12.97,3.12,24.13,25.4,7.95,True
Willie Green,2003.0,2003,41.0,SG-PG,1.89,91.17,2.01,254.0,72.39,72.39,13.0,11.86,3.19,,,8.0,True
Corsley Edwards,2002.0,2002,57.0,PF,2.01,129.27,2.1,270.51,72.39,83.82,12.0,12.18,3.31,,,,True
Lester Hudson,2009.0,2008,58.0,PG,1.82,88.9,2.05,250.19,77.47,91.44,12.0,11.15,3.16,,,3.4,True
Jaylen Barford,,2018,,PG-SG,1.86,94.17,1.92,245.11,68.58,83.82,7.0,11.39,3.31,20.32,20.96,11.65,False
Draymond Green,2012.0,2012,35.0,PF-SF,1.97,106.87,2.17,266.7,71.12,83.82,9.0,11.01,3.4,22.86,24.13,11.3,True
Reggie Williams,1987.0,2008,4.0,SG,1.91,90.26,2.06,261.62,80.01,92.71,15.0,11.32,3.07,,,5.3,True
Michael Dunigan,,2011,,PF-C,2.04,107.77,2.22,273.05,74.93,87.63,10.0,11.85,3.27,22.86,27.3,8.0,False
Jeff Taylor,2012.0,2012,31.0,SF-SG,1.98,96.52,1.99,257.81,85.09,101.6,15.0,10.87,3.29,20.96,24.76,4.2,True
Lance Stephenson,2010.0,2010,40.0,SG,1.94,102.97,2.1,261.62,68.58,83.82,10.0,11.39,3.38,22.86,26.04,9.3,True
Acie Law,2007.0,2007,11.0,PG,1.88,84.37,1.99,248.92,73.66,86.36,8.0,11.0,3.22,,,5.6,True
Jason Keep,,2003,,C-PF,2.08,122.47,2.15,270.51,74.93,86.36,27.0,11.18,3.3,,,8.6,False
Stanley Robinson,2010.0,2010,59.0,SF,1.99,96.71,2.13,273.05,,95.25,6.0,11.65,3.23,22.86,22.86,8.3,True
Caron Butler,2002.0,2002,10.0,SF-SG,1.96,100.7,2.12,262.89,68.58,78.74,2.0,12.15,3.33,,,,True
Donnell Harvey,2000.0,2000,22.0,PF,2.01,99.79,2.15,267.97,83.82,82.55,15.0,11.23,,,,,True
Randall Orr,,2004,,PF-SF,2.06,87.54,2.1,273.05,67.31,83.82,6.0,11.18,3.27,,,6.7,False
Dillon Brooks,2017.0,2017,45.0,SG-SF,1.96,99.88,1.98,255.27,78.74,95.25,16.0,11.14,3.21,20.96,23.5,7.5,True
Tyler Smith,,2009,,SF,1.96,96.16,2.08,265.43,73.66,85.09,10.0,10.69,3.24,,,7.0,False
Trent Plaisted,,2008,,PF,2.06,108.86,2.1,267.97,77.47,90.17,14.0,11.32,3.17,,,11.0,False
Olivier Hanlan,2015.0,2015,42.0,PG-SG,1.91,84.28,1.98,254.0,71.12,86.36,19.0,11.41,3.25,20.32,22.22,4.3,True
Jordan Hamilton,2011.0,2011,26.0,SF,2.0,103.6,2.07,264.16,63.5,81.28,7.0,11.47,3.3,22.86,23.5,9.8,True
Robert Whaley,2005.0,2005,51.0,PF-C,2.03,122.2,2.18,274.32,72.39,85.09,15.0,12.11,3.25,,,,True
Chris Wilcox,2002.0,2002,8.0,PF-C,2.04,98.88,2.16,273.05,78.74,87.63,20.0,11.43,3.16,,,,True
Anthony Brown,2015.0,2015,34.0,SF-SG,1.97,95.71,2.11,265.43,69.85,87.63,4.0,10.94,3.18,21.59,22.86,6.1,True
Travis Hansen,2003.0,2003,37.0,SG,1.94,90.72,1.99,255.27,80.01,88.9,16.0,10.72,3.18,,,6.0,True
Austin Wiley,,2018,,C,2.04,113.13,2.26,281.94,71.12,85.09,14.0,12.79,3.3,24.76,26.04,5.0,False
Chris Garnett,,2004,,C-PF,2.04,117.93,2.16,274.32,68.58,80.01,22.0,11.75,3.36,,,14.8,False
Marcus Dove,,2008,,SF-PF,2.0,94.35,2.12,266.7,69.85,85.09,10.0,11.59,3.26,,,5.3,False
Trevor Ariza,2004.0,2004,43.0,SG-SF,2.01,91.17,2.18,273.05,74.93,81.28,8.0,11.63,3.29,,,8.0,True
Jaylen Hands,2019.0,2019,56.0,PG,1.87,81.83,1.97,246.38,83.82,105.41,6.0,10.73,3.12,20.32,20.96,5.1,True
Dewayne Dedmon,,2013,,C,2.08,108.32,2.24,276.86,71.12,82.55,8.0,12.75,3.4,22.86,27.94,8.35,False
Monta Ellis,2005.0,2005,40.0,SG-PG,1.89,80.1,1.9,248.92,67.31,80.01,0.0,12.13,3.31,,,,True
Xavier Thames,2014.0,2014,59.0,PG,1.89,84.82,1.93,243.84,73.66,82.55,,11.48,3.48,20.96,22.86,6.4,True
Khalid El-Amin,2000.0,2000,34.0,PG,1.75,90.72,1.87,236.22,69.85,81.28,6.0,10.59,3.32,,,,True
Misan Nikagbatse,,2004,,SG-PG,1.92,101.15,2.08,259.08,69.85,82.55,11.0,11.27,3.32,,,12.9,False
Glen Rice,2013.0,2013,35.0,SF-SG,1.94,95.62,2.06,257.81,83.82,102.87,10.0,10.99,3.25,21.59,22.86,8.45,True
Malcolm Lee,2011.0,2011,43.0,SG,1.93,89.9,2.08,257.81,76.2,90.17,17.0,11.2,3.09,21.59,24.13,5.9,True
Elfrid Payton,2014.0,2014,10.0,PG,1.89,84.1,2.03,250.19,80.01,90.17,,11.06,3.23,22.22,22.86,5.65,True
Chris McCray,,2006,,SG,1.9,84.82,1.97,245.11,77.47,99.06,1.0,11.46,3.34,,,9.6,False
Corey Brewer,2007.0,2007,7.0,SF-SG,1.98,83.91,2.04,261.62,77.47,92.71,11.0,11.69,3.22,,,4.2,True
Josh Hart,2017.0,2017,30.0,SG-SF,1.92,94.89,2.04,256.54,69.85,90.17,9.0,11.15,3.18,21.59,24.13,5.8,True
Carmelo Anthony,2003.0,2003,3.0,SF,1.99,105.69,2.13,267.97,77.47,85.09,7.0,11.4,3.15,,,8.0,True
CJ McCollum,2013.0,2013,10.0,PG-SG,1.89,89.36,1.99,245.11,81.28,97.79,13.0,11.02,3.32,20.32,24.13,8.6,True
Gyasi Cline-Heard,,2001,,PF,1.99,104.78,2.12,261.62,80.01,87.63,11.0,11.4,3.23,,,8.0,False
Thomas Welsh,2018.0,2017,58.0,PF-C,2.12,115.21,2.13,278.13,,,11.0,,,22.86,26.67,10.9,True
Troy Brown,2018.0,2018,15.0,SF,1.97,94.35,2.09,266.7,66.04,83.82,5.0,11.51,3.33,22.86,24.76,7.05,True
JaJuan Johnson,2011.0,2011,27.0,PF,2.06,99.7,2.18,273.05,85.09,96.52,15.0,11.21,3.14,22.86,25.4,7.5,True
Luke Ridnour,2003.0,2003,14.0,PG,1.85,75.75,1.9,242.57,66.04,82.55,0.0,11.0,3.28,,,5.3,True
Darrell Arthur,2008.0,2008,27.0,PF,2.02,97.98,2.1,271.78,72.39,76.2,12.0,12.18,3.14,,,7.3,True
Jamie Skeen,,2011,,PF,1.99,109.59,2.17,270.51,66.04,77.47,10.0,12.43,3.46,21.59,21.59,9.8,False
Malik Hairston,2008.0,2008,48.0,SG,1.94,92.53,2.06,262.89,77.47,96.52,13.0,11.33,3.08,,,6.9,True
Allen Crabbe,2013.0,2013,31.0,SG,1.96,89.54,2.11,262.89,77.47,91.44,10.0,10.67,3.32,20.96,21.59,4.65,True
James Fredette,,2011,,PG,1.85,88.9,1.94,245.11,71.12,83.82,14.0,10.42,3.21,20.32,21.59,7.7,False
Nassir Little,2019.0,2019,25.0,SF,1.94,101.7,2.17,265.43,78.74,97.79,5.0,12.15,3.24,22.22,25.4,5.9,True
Matt Haryasz,,2006,,PF-C,2.08,99.34,2.14,273.05,69.85,80.01,10.0,11.34,3.46,,,9.8,False
Kevin Jones,,2012,,PF,1.99,113.94,2.17,266.7,69.85,82.55,17.0,11.94,3.6,22.86,19.68,11.2,False
Takais Brown,,2008,,PF,2.01,114.31,2.08,269.24,73.66,78.74,22.0,12.47,3.25,,,9.2,False
Matt Freije,2004.0,2004,53.0,SF-PF,2.04,106.14,2.16,275.59,74.93,78.74,13.0,11.15,3.25,,,10.8,True
Thaddeus Young,2007.0,2007,12.0,SF,1.97,95.25,2.12,269.24,87.63,93.98,13.0,11.06,3.19,,,4.9,True
Andre Hutson,,2001,,PF,2.04,110.68,2.13,267.97,73.66,82.55,17.0,11.25,3.3,,,11.7,False
Will Clyburn,,2013,,SF-SG,1.97,95.44,2.14,266.7,71.12,87.63,3.0,11.68,3.38,23.5,26.04,6.85,False
Aaron Gordon,2014.0,2014,4.0,PF,2.02,99.84,2.13,266.7,82.55,99.06,,10.81,3.27,22.22,26.67,5.05,True
George Hill,2008.0,2008,26.0,PG,1.86,82.1,2.06,247.65,86.36,95.25,9.0,12.2,3.07,,,3.0,True
Jackie Butler,,2004,,C,2.03,119.29,2.17,276.86,58.42,63.5,14.0,13.32,3.4,,,16.3,False
Peter Ramos,2004.0,2004,32.0,C,2.18,120.66,2.27,283.21,60.96,67.31,2.0,12.61,3.6,,,6.7,True
Darko Milicic,2003.0,2003,2.0,PF,2.12,113.4,2.26,283.21,67.31,82.55,13.0,11.3,3.36,,,8.0,True
Blake Schilb,,2006,,PG-SG,1.96,94.8,2.05,259.08,72.39,87.63,13.0,11.25,3.43,,,11.3,False
Richaun Holmes,2015.0,2015,37.0,PF,2.04,110.13,2.17,274.32,82.55,91.44,15.0,11.24,3.32,21.59,21.59,8.8,True
Sam Young,2009.0,2009,36.0,SF-SG,1.96,101.06,2.1,267.97,69.85,83.82,,11.47,3.45,,,4.9,True
Kentrell Gransberry,,2008,,C,2.0,131.54,2.09,269.24,62.23,69.85,18.0,12.16,3.32,,,17.4,False
Will Barton,2012.0,2012,40.0,SG-SF,1.96,79.11,2.08,260.35,76.2,86.36,0.0,12.5,3.6,22.86,24.13,4.1,True
Mamadi Diakite,,2020,,PF,2.04,100.74,2.23,271.78,71.12,93.98,,11.95,3.16,22.86,26.04,7.83,False
Dan Grunfeld,,2006,,SF-SG,1.95,97.98,1.99,251.46,71.12,85.09,16.0,11.3,3.46,,,10.4,False
Craig Brackins,2010.0,2010,21.0,PF-SF,2.04,103.87,2.13,276.86,66.04,88.9,6.0,11.65,3.39,24.13,28.58,7.9,True
Kareem Rush,2002.0,2002,20.0,SG-SF,1.95,90.26,2.08,262.89,66.04,76.2,15.0,11.86,3.22,,,,True
Tony Mitchell,2013.0,2013,37.0,PF-SF,2.02,107.23,2.2,270.51,85.09,96.52,13.0,11.82,3.52,22.86,25.4,5.55,True
Jalen Lecque,,2019,,PG,1.89,84.01,2.04,250.19,88.9,109.22,1.0,11.09,3.29,22.22,21.59,4.0,False
Shelden Williams,2006.0,2006,5.0,PF-C,2.02,117.03,2.24,264.16,73.66,85.09,25.0,11.53,3.59,,,11.4,True
Davon Reed,2017.0,2017,32.0,SG-SF,1.94,93.53,2.13,259.08,72.39,91.44,12.0,11.37,3.34,23.5,24.13,6.5,True
Brandon Clarke,2019.0,2019,21.0,SF,2.01,93.98,2.04,259.08,86.36,102.87,10.0,10.61,3.15,20.96,24.13,4.9,True
Ugonna Okyekwe,,2003,,SF,2.01,103.42,2.21,276.86,81.28,92.71,8.0,11.43,3.2,,,4.3,False
Damone Brown,2001.0,2001,36.0,SF,2.04,91.63,2.13,265.43,81.28,93.98,6.0,11.81,3.27,,,6.7,True
Craig Bradshaw,,2007,,PF,2.03,108.86,2.17,270.51,66.04,71.12,12.0,11.88,3.54,,,12.1,False
Jarron Collins,2001.0,2001,52.0,C-PF,2.06,114.31,2.21,264.16,58.42,73.66,10.0,11.65,3.6,,,15.2,True
Gary Forbes,,2008,,SG,1.94,100.02,2.11,265.43,69.85,85.09,13.0,11.45,3.25,,,6.5,False
Mfiondu Kabengele,2019.0,2019,27.0,PF,2.05,116.21,2.21,278.13,71.12,90.17,6.0,11.21,3.25,23.5,27.3,5.1,True
Luis Flores,2004.0,2004,55.0,PG-SG,1.84,91.63,2.02,250.19,73.66,81.28,15.0,10.97,3.1,,,6.0,True
Ty Lawson,2009.0,2009,18.0,PG,1.81,89.18,1.85,240.03,73.66,92.71,14.0,10.98,3.12,,,6.6,True
Kyle Wiltjer,,2016,,PF,2.05,110.13,2.14,260.35,72.39,90.17,,11.35,3.48,20.96,24.13,15.25,False
Kawhi Leonard,2011.0,2011,15.0,SF,1.98,103.15,2.21,269.24,64.77,81.28,3.0,11.45,3.15,24.76,28.58,5.4,True
Luka Samanic,2019.0,2019,19.0,PF,2.07,103.06,2.1,271.78,68.58,96.52,7.0,11.01,3.27,21.59,22.86,5.6,True
Festus Ezeli,2012.0,2012,30.0,C-PF,2.08,119.84,2.28,274.32,86.36,85.09,18.0,12.35,3.29,22.86,27.3,5.5,True
Tyler Lydon,2017.0,2017,24.0,PF,2.04,97.52,2.13,273.05,74.93,85.09,1.0,11.68,3.46,22.22,22.22,13.6,True
Myck Kabongo,,2013,,PG,1.86,81.83,1.99,248.92,69.85,85.09,2.0,10.64,3.44,20.96,22.86,6.0,False
Eddy Curry,2001.0,2001,4.0,C,2.1,136.53,2.3,281.94,71.12,78.74,16.0,12.25,3.53,,,16.5,True
Lamar Stevens,,2020,,SF-PF,1.97,103.42,2.06,256.54,88.9,104.14,,10.35,3.2,21.59,24.76,6.8,False
Keith Brumbaugh,,2008,,SF-PF,2.02,86.18,2.01,265.43,66.04,68.58,2.0,11.65,3.28,,,4.0,False
Steve Novak,2006.0,2006,32.0,SF,2.03,97.98,2.07,261.62,62.23,78.74,5.0,11.11,3.37,,,8.1,True
Solomon Hill,2013.0,2013,23.0,SF,1.97,102.51,2.06,261.62,74.93,95.25,14.0,10.77,3.19,22.86,26.67,7.6,True
Brandon Roy,2006.0,2006,6.0,SG-SF,1.96,93.89,2.03,256.54,86.36,102.87,6.0,11.13,3.27,,,7.6,True
Keith Benson,2011.0,2011,48.0,C-PF,2.08,98.43,2.23,278.13,80.01,91.44,12.0,11.88,3.35,24.13,27.94,6.1,True
Michael Carter-Williams,2013.0,2013,11.0,PG,1.95,83.64,2.01,256.54,80.01,104.14,8.0,10.68,3.22,19.05,21.59,4.4,True
Joe Harris,2014.0,2014,33.0,SG,1.95,97.52,1.98,254.0,72.39,85.09,,11.11,3.31,21.59,24.76,6.2,True
Curtis Stinson,,2006,,SG,1.87,94.35,1.96,247.65,71.12,80.01,17.0,10.95,3.27,,,6.0,False
Tony Bradley,2017.0,2017,28.0,C,2.06,112.85,2.26,285.75,62.23,69.85,5.0,11.79,3.44,24.13,24.13,12.0,True
Richard Jefferson,2001.0,2001,13.0,SF,2.01,101.15,2.13,261.62,83.82,97.79,14.0,11.19,3.15,,,6.7,True
Rudy Gobert,2013.0,2013,27.0,C,2.15,107.77,2.35,292.1,63.5,73.66,7.0,12.85,3.57,24.76,25.4,4.4,True
Jonathan Holmes,,2015,,PF-SF,2.04,109.86,2.12,273.05,64.77,78.74,,10.95,3.51,20.96,24.13,7.2,False
Sindarius Thornwell,2017.0,2017,48.0,SG-SF,1.92,95.98,2.08,261.62,68.58,77.47,15.0,11.48,3.36,22.22,22.22,7.8,True
Julius Hodge,2005.0,2005,20.0,SG-SF,1.98,91.72,2.15,273.05,62.23,73.66,14.0,10.89,3.18,,,,True
Tony Mitchell,,2012,,SG,1.96,98.16,2.08,254.0,80.01,101.6,14.0,11.72,3.47,21.59,25.4,5.7,False
Shawne Williams,2006.0,2006,17.0,SF-PF,2.01,102.97,2.21,264.16,81.28,78.74,,10.69,3.3,,,8.0,True
Branden Dawson,2015.0,2015,56.0,PF,1.97,104.42,2.11,266.7,72.39,87.63,12.0,12.22,3.2,22.86,22.22,5.8,True
Brandon Rush,2008.0,2005,13.0,SG-SF,1.96,95.89,2.11,265.43,82.55,88.9,0.0,11.33,3.31,,,,True
Alton Ford,2001.0,2001,50.0,PF,2.04,122.92,2.1,260.35,87.63,92.71,21.0,11.7,3.16,,,8.0,True
Cameron Oliver,,2017,,PF,2.01,108.23,2.17,270.51,71.12,100.33,5.0,12.17,3.16,24.13,26.04,7.7,False
Dwight Howard,2004.0,2004,1.0,PF-C,2.06,108.86,2.25,283.21,77.47,90.17,7.0,11.21,3.14,,,10.5,True
Tyrus Thomas,2006.0,2006,4.0,PF-SF,2.01,98.43,2.21,274.32,86.36,100.33,8.0,11.36,3.2,,,5.6,True
Sam Clancy,2002.0,2001,44.0,PF,1.99,109.77,2.2,271.78,78.74,86.36,15.0,11.47,3.13,,,8.0,True
Tate Decker,,2001,,SF,2.06,98.88,2.13,271.78,64.77,72.39,13.0,12.19,3.47,,,13.6,False
Kim English,2012.0,2012,44.0,SG,1.94,87.09,1.99,248.92,73.66,92.71,,10.59,3.33,21.59,22.22,4.3,True
Mike Mardesich,,2001,,C-PF,2.09,112.04,2.15,275.59,60.96,76.2,8.0,11.65,3.45,,,13.6,False
Cory Joseph,2011.0,2011,29.0,PG,1.88,84.46,1.97,251.46,69.85,88.9,5.0,10.75,3.27,21.59,26.67,9.7,True
Quinn Cook,,2015,,PG,1.84,81.19,1.93,245.11,62.23,78.74,14.0,11.44,3.38,19.05,22.22,6.7,False
Will McDonald,,2003,,C-PF,2.07,117.03,2.22,278.13,63.5,82.55,17.0,11.83,3.42,,,13.6,False
Malik Newman,,2018,,SG,1.89,85.82,1.97,250.19,69.85,85.09,,10.9,3.13,21.59,24.13,6.25,False
Alec Burks,2011.0,2011,12.0,SG,1.96,87.36,2.08,262.89,73.66,91.44,5.0,10.96,3.17,22.86,20.96,5.1,True
Zhaire Smith,2018.0,2018,16.0,SF-SG,1.9,90.08,2.08,254.0,83.82,105.41,10.0,11.02,3.05,22.22,20.96,6.05,True
Taurean Prince,2016.0,2016,12.0,SF,1.99,99.88,2.12,259.08,86.36,91.44,,10.96,3.24,22.86,21.59,6.45,True
Anthony Evans,,2001,,PF,1.98,121.11,2.12,257.81,80.01,83.82,18.0,12.56,3.31,,,12.9,False
Jevon Carter,2018.0,2018,32.0,PG,1.84,88.99,1.94,241.3,73.66,92.71,14.0,11.04,3.18,23.5,21.59,4.15,True
Gerald Henderson,2009.0,2009,12.0,SG-SF,1.93,97.34,2.09,260.35,80.01,88.9,8.0,11.17,3.14,,,4.4,True
Justin Patton,2017.0,2017,16.0,C,2.08,103.87,2.21,283.21,66.04,77.47,,11.8,3.46,22.22,24.76,7.8,True
Keifer Sykes,,2015,,PG,1.79,75.84,1.88,236.22,86.36,109.22,8.0,10.47,3.13,21.59,24.13,5.0,False
Marcus Thornton,2009.0,2009,43.0,SG,1.9,88.18,1.96,251.46,78.74,83.82,14.0,10.73,3.28,,,4.8,True
Melvin Ejim,,2014,,SF,1.96,99.11,2.11,262.89,74.93,88.9,,11.55,3.14,22.22,23.5,6.45,False
Troy Murphy,2001.0,2001,14.0,PF,2.08,104.33,2.11,267.97,72.39,87.63,11.0,11.22,3.43,,,11.7,True
Jordan Taylor,,2012,,PG,1.85,87.45,1.9,234.95,83.82,92.71,14.0,10.57,3.19,20.96,24.13,5.5,False
Marcus Hatten,,2003,,PG,1.85,73.94,1.99,248.92,74.93,95.25,7.0,11.5,3.15,,,4.0,False
Lou Amundson,,2006,,PF,2.01,100.24,2.12,262.89,81.28,90.17,14.0,10.58,3.2,,,6.8,False
Craig Smith,2006.0,2006,36.0,PF,1.97,117.48,2.07,262.89,76.2,74.93,,11.59,3.4,,,12.2,True
Kaleb Wesson,,2020,,C,2.06,114.58,2.22,283.21,54.61,68.58,,11.73,3.6,22.86,27.3,12.5,False
Dorian Finney-Smith,,2016,,SF,1.99,96.43,2.13,267.97,82.55,90.17,,11.01,3.27,22.86,24.76,6.45,False
Hamidou Diallo,2018.0,2018,45.0,SG,1.94,89.36,2.12,261.62,82.55,102.87,1.0,10.53,3.1,22.22,22.86,4.45,True
Othello Hunter,,2008,,PF-SF,1.99,99.79,2.21,278.13,71.12,87.63,7.0,11.51,3.18,,,6.4,False
Tito Maddox,2002.0,2002,37.0,PG,1.9,90.72,1.96,251.46,68.58,82.55,0.0,12.2,3.24,,,,True
Xavier Henry,2010.0,2010,12.0,SG,1.96,95.35,2.11,266.7,72.39,92.71,8.0,11.1,3.18,22.22,25.4,4.7,True
Luc Mbah a Moute,2008.0,2008,37.0,SF,1.97,100.24,2.2,262.89,81.28,97.79,11.0,11.71,3.17,,,7.0,True
Deron Williams,2005.0,2005,3.0,PG,1.87,91.81,1.99,248.92,76.2,88.9,15.0,10.83,3.25,,,,True
Emeka Okafor,2004.0,2004,2.0,C-PF,2.05,116.57,2.24,280.67,80.01,86.36,22.0,12.32,3.15,,,5.3,True
Omar Cook,2001.0,2001,31.0,PG,1.82,85.73,1.97,233.68,78.74,90.17,9.0,10.77,3.2,,,5.5,True
Jamaal Tinsley,2001.0,2001,27.0,PG,1.85,90.26,2.02,247.65,71.12,95.25,1.0,11.96,3.2,,,13.6,True
Donovan Mitchell,2017.0,2017,13.0,SG,1.86,95.89,2.08,246.38,92.71,102.87,10.0,11.53,3.01,21.59,24.13,5.9,True
Jackie Carmichael,,2013,,PF,2.02,109.41,2.17,271.78,76.2,81.28,13.0,11.83,3.35,22.86,26.04,5.8,False
Michael Southhall,,2006,,C,2.07,109.32,2.24,273.05,80.01,93.98,2.0,12.29,3.51,,,7.9,False
Arnett Moultrie,2012.0,2012,27.0,PF,2.07,105.6,2.19,270.51,85.09,95.25,10.0,11.32,3.22,23.5,23.5,7.7,True
Svi Mykhailiuk,2018.0,2017,47.0,SG-SF,1.99,99.61,1.96,254.0,68.58,83.82,8.0,12.4,3.53,20.32,23.5,11.4,True
Uche Nsonwu-Amadi,,2003,,PF-C,2.03,111.58,2.23,270.51,69.85,73.66,21.0,11.83,3.25,,,6.0,False
Ryan Gomes,2005.0,2004,50.0,SF-PF,1.99,112.49,2.18,270.51,67.31,77.47,9.0,12.49,3.24,,,,True
Jerome Beasley,2003.0,2003,33.0,SF-PF,2.06,107.5,2.15,271.78,68.58,81.28,10.0,11.36,3.25,,,9.9,True
Landry Shamet,2018.0,2018,26.0,PG,1.93,85.55,2.0,254.0,78.74,100.33,8.0,11.26,3.11,20.32,22.86,4.85,True
Peyton Siva,2013.0,2013,56.0,PG,1.82,81.92,1.9,236.22,85.09,105.41,15.0,10.59,3.16,20.32,24.76,6.05,True
Jodie Meeks,2009.0,2009,41.0,SG,1.9,95.89,1.94,248.92,72.39,93.98,14.0,10.96,3.1,,,8.0,True
Carl Krauser,,2006,,PG,1.82,86.18,1.99,246.38,66.04,78.74,8.0,11.62,3.38,,,8.0,False
Richard Hendrix,2008.0,2008,49.0,PF,2.0,113.4,2.21,274.32,67.31,71.12,13.0,10.62,3.27,,,9.2,True
Jaron Blossomgame,2017.0,2016,59.0,SF,1.99,96.89,2.08,259.08,88.9,104.14,,11.53,3.2,21.59,25.4,5.25,True
Ben Bentil,2016.0,2016,51.0,PF,2.01,103.96,2.17,266.7,73.66,83.82,,11.16,3.3,24.13,25.4,9.7,True
Phil Pressey,,2013,,PG,1.77,80.29,1.89,233.68,83.82,97.79,7.0,10.86,3.13,19.68,24.76,4.7,False
DaJuan Summers,2009.0,2009,35.0,SF,2.01,110.22,2.15,270.51,74.93,87.63,15.0,10.94,3.17,,,6.6,True
Bernard James,2012.0,2012,33.0,PF,2.05,104.24,2.21,275.59,76.2,82.55,6.0,11.84,3.4,22.86,23.5,5.0,True
Blake Griffin,2009.0,2009,1.0,PF,2.04,112.67,2.11,266.7,81.28,90.17,22.0,10.95,3.28,,,8.2,True
Jiri Hubalek,,2008,,C-PF,2.07,102.51,2.1,276.86,52.07,66.04,2.0,12.26,3.54,,,8.8,False
Wayne Simien,2005.0,2005,29.0,PF,2.01,116.03,2.13,271.78,68.58,69.85,11.0,11.05,3.35,,,,True
Larry Sanders,2010.0,2010,15.0,PF-C,2.06,100.88,2.28,284.48,64.77,71.12,7.0,12.49,3.27,24.76,27.94,4.6,True
Jeremy Tyler,2011.0,2011,39.0,PF-C,2.06,119.02,2.26,280.67,71.12,85.09,10.0,11.26,3.29,23.5,22.86,13.4,True
Rodney Hood,2014.0,2014,23.0,SF,2.01,94.44,2.04,261.62,73.66,91.44,,11.21,3.38,21.59,21.59,7.45,True
Darrell Johns,,2001,,C,2.11,126.1,2.26,283.21,59.69,76.2,18.0,12.41,3.59,,,19.1,False
Yante Maten,,2018,,PF-C,2.01,111.67,2.15,273.05,68.58,80.01,18.0,11.35,3.17,23.5,25.4,8.1,False
Lorenzo Brown,2013.0,2013,52.0,PG,1.93,85.82,2.01,254.0,71.12,86.36,8.0,11.78,3.4,20.96,21.59,3.95,True
Chris Massie,,2003,,PF-C,1.99,117.48,2.16,270.51,67.31,83.82,13.0,12.48,3.22,,,14.8,False
Herbert Hill,2007.0,2007,55.0,C,2.01,105.23,2.19,275.59,77.47,86.36,15.0,12.31,3.39,,,5.6,True
Dante Exum,2014.0,2014,5.0,SG,1.94,89.04,2.07,261.62,80.01,87.63,,10.75,3.19,21.59,24.13,6.4,True
Markel Brown,2014.0,2014,44.0,SG,1.89,83.64,2.05,254.0,92.71,110.49,,12.62,3.18,20.96,24.76,4.2,True
Jared Jeffries,2002.0,2002,11.0,PF,2.08,104.33,2.15,276.86,66.04,76.2,9.0,11.73,3.4,,,,True
Robert Archibald,2002.0,2002,31.0,PF-C,2.08,113.4,2.13,278.13,60.96,69.85,10.0,11.34,3.33,,,,True
Sonny Weems,2008.0,2008,39.0,SG-SF,1.93,87.54,2.08,264.16,73.66,92.71,12.0,10.58,2.96,,,4.4,True
Zach LaVine,2014.0,2014,13.0,PG,1.94,82.05,2.04,254.0,85.09,105.41,,10.42,3.19,20.96,22.22,4.7,True
Rickey Paulding,,2004,,SG,1.9,95.25,2.07,257.81,76.2,91.44,17.0,11.14,3.17,,,5.3,False
DeVon Hardin,2008.0,2008,50.0,C-PF,2.07,106.59,2.21,278.13,74.93,81.28,20.0,11.49,3.33,,,5.8,True
Justin Williams,,2006,,C-PF,2.01,95.71,2.17,276.86,67.31,80.01,7.0,11.9,3.31,,,6.5,False
Jeff Green,2007.0,2007,5.0,SF,2.01,103.42,2.17,261.62,85.09,96.52,17.0,12.0,3.34,,,3.7,True
Jon Diebler,2011.0,2011,51.0,SG,1.96,89.18,1.98,251.46,71.12,88.9,2.0,10.94,3.37,20.96,20.96,8.5,True
